년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2019-11,제주시,일도1동,육류 소매업,1173,48439000,3395156.48,2020-12-15
2019-11,제주시,일도1동,일반유흥 주점업,78,10671000,3395156.48,2020-12-15
2019-11,제주시,일도1동,일식 음식점업,1304,57949400,3395156.48,2020-12-15
2019-11,제주시,일도1동,전시 및 행사 대행업,10,363500,3395156.48,2020-12-15
2019-11,제주시,일도1동,중식 음식점업,544,15572000,3395156.48,2020-12-15
2019-11,제주시,일도1동,체인화 편의점,7621,79428320,3395156.48,2020-12-15
2019-11,제주시,일도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",1650,16848400,3395156.48,2020-12-15
2019-11,제주시,일도1동,한식 음식점업,12358,376302076,3395156.48,2020-12-15
2019-11,제주시,일도1동,호텔업,37,2425200,3395156.48,2020-12-15
2019-11,제주시,일도1동,화장품 및 방향제 소매업,1212,38874790,3395156.48,2020-12-15
2019-11,제주시,일도2동,건강보조식품 소매업,9,715000,26769339.74,2020-12-15
2019-11,제주시,일도2동,과실 및 채소 소매업,1275,96700643,26769339.74,2020-12-15
2019-11,제주시,일도2동,관광 민예품 및 선물용품 소매업,6,352500,26769339.74,2020-12-15
2019-11,제주시,일도2동,그외 기타 스포츠시설 운영업,3,570000,26769339.74,2020-12-15
2019-11,제주시,일도2동,그외 기타 종합 소매업,23567,1824812700,26769339.74,2020-12-15
2019-11,제주시,일도2동,기타 대형 종합 소매업,3278,130977680,26769339.74,2020-12-15
2019-11,제주시,일도2동,기타 외국식 음식점업,1321,57488490,26769339.74,2020-12-15
2019-11,제주시,일도2동,기타 주점업,1102,225271300,26769339.74,2020-12-15
2019-11,제주시,일도2동,기타음식료품위주종합소매업,1,34000,26769339.74,2020-12-15
2019-11,제주시,일도2동,마사지업,7,1040000,26769339.74,2020-12-15
2019-11,제주시,일도2동,비알콜 음료점업,3086,29224950,26769339.74,2020-12-15
2019-11,제주시,일도2동,빵 및 과자류 소매업,7125,125751814,26769339.74,2020-12-15
2019-11,제주시,일도2동,서양식 음식점업,1728,40293263,26769339.74,2020-12-15
2019-11,제주시,일도2동,수산물 소매업,455,53443300,26769339.74,2020-12-15
2019-11,제주시,일도2동,슈퍼마켓,20761,447596010,26769339.74,2020-12-15
2019-11,제주시,일도2동,스포츠 및 레크레이션 용품 임대업,869,66984490,26769339.74,2020-12-15
2019-11,제주시,일도2동,여관업,235,16409500,26769339.74,2020-12-15
2019-11,제주시,일도2동,여행사업,52,68078660,26769339.74,2020-12-15
2019-11,제주시,일도2동,욕탕업,107,850000,26769339.74,2020-12-15
2019-11,제주시,일도2동,육류 소매업,1249,76038250,26769339.74,2020-12-15
2019-11,제주시,일도2동,일반유흥 주점업,863,171478600,26769339.74,2020-12-15
2019-11,제주시,일도2동,일식 음식점업,1450,115928800,26769339.74,2020-12-15
2019-11,제주시,일도2동,전시 및 행사 대행업,319,5189400,26769339.74,2020-12-15
2019-11,제주시,일도2동,중식 음식점업,1014,28928000,26769339.74,2020-12-15
2019-11,제주시,일도2동,차량용 주유소 운영업,5648,270605451,26769339.74,2020-12-15
2019-11,제주시,일도2동,체인화 편의점,30645,266901200,26769339.74,2020-12-15
2019-11,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7186,73855700,26769339.74,2020-12-15
2019-11,제주시,일도2동,한식 음식점업,31190,1329231568,26769339.74,2020-12-15
2019-11,제주시,일도2동,화장품 및 방향제 소매업,813,48098503,26769339.74,2020-12-15
2019-11,제주시,조천읍,건강보조식품 소매업,3,1574000,23877104.39,2020-12-15
2019-11,제주시,조천읍,골프장 운영업,2720,459255400,23877104.39,2020-12-15
2019-11,제주시,조천읍,과실 및 채소 소매업,270,34717800,23877104.39,2020-12-15
2019-11,제주시,조천읍,관광 민예품 및 선물용품 소매업,1564,66882500,23877104.39,2020-12-15
2019-11,제주시,조천읍,그외 기타 스포츠시설 운영업,22,1770000,23877104.39,2020-12-15
2019-11,제주시,조천읍,그외 기타 종합 소매업,4552,177827920,23877104.39,2020-12-15
2019-11,제주시,조천읍,기타 수상오락 서비스업,135,9142500,23877104.39,2020-12-15
2019-11,제주시,조천읍,기타 외국식 음식점업,389,10976000,23877104.39,2020-12-15
2019-11,제주시,조천읍,기타 주점업,84,14026000,23877104.39,2020-12-15
2019-11,제주시,조천읍,기타음식료품위주종합소매업,5250,181072840,23877104.39,2020-12-15
2019-11,제주시,조천읍,비알콜 음료점업,1853,27468790,23877104.39,2020-12-15
2019-11,제주시,조천읍,빵 및 과자류 소매업,5200,94244320,23877104.39,2020-12-15
2019-11,제주시,조천읍,서양식 음식점업,5749,133344140,23877104.39,2020-12-15
2019-11,제주시,조천읍,수산물 소매업,428,51746700,23877104.39,2020-12-15
2019-11,제주시,조천읍,슈퍼마켓,9649,314280400,23877104.39,2020-12-15
2019-11,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,596,36488700,23877104.39,2020-12-15
2019-11,제주시,조천읍,여관업,1261,184765713,23877104.39,2020-12-15
2019-11,제주시,조천읍,여행사업,150,24990999,23877104.39,2020-12-15
2019-11,제주시,조천읍,욕탕업,419,12203500,23877104.39,2020-12-15
2019-11,제주시,조천읍,육류 소매업,373,91674768,23877104.39,2020-12-15
2019-11,제주시,조천읍,일반유흥 주점업,104,7301000,23877104.39,2020-12-15
2019-11,제주시,조천읍,일식 음식점업,898,95889900,23877104.39,2020-12-15
2019-11,제주시,조천읍,전시 및 행사 대행업,12837,414825400,23877104.39,2020-12-15
2019-11,제주시,조천읍,중식 음식점업,1650,45980571,23877104.39,2020-12-15
2019-11,제주시,조천읍,차량용 가스 충전업,373,50784580,23877104.39,2020-12-15
2019-11,제주시,조천읍,차량용 주유소 운영업,9450,608523593,23877104.39,2020-12-15
2019-11,제주시,조천읍,체인화 편의점,28314,292261820,23877104.39,2020-12-15
2019-11,제주시,조천읍,택시 운송업,1,90000,23877104.39,2020-12-15
2019-11,제주시,조천읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",1299,29898640,23877104.39,2020-12-15
2019-11,제주시,조천읍,한식 음식점업,36112,1545902140,23877104.39,2020-12-15
2019-11,제주시,조천읍,호텔업,124,25243115,23877104.39,2020-12-15
2019-11,제주시,조천읍,화장품 및 방향제 소매업,50,3396900,23877104.39,2020-12-15
2019-11,제주시,조천읍,휴양콘도 운영업,2397,366042170,23877104.39,2020-12-15
2019-11,제주시,추자면,과실 및 채소 소매업,110,8105400,2103579.565,2020-12-15
2019-11,제주시,추자면,기타 주점업,68,11761000,2103579.565,2020-12-15
2019-11,제주시,추자면,비알콜 음료점업,113,1928000,2103579.565,2020-12-15
2019-11,제주시,추자면,서양식 음식점업,53,669000,2103579.565,2020-12-15
2019-11,제주시,추자면,수산물 소매업,164,14431000,2103579.565,2020-12-15
2019-11,제주시,추자면,슈퍼마켓,1004,38843150,2103579.565,2020-12-15
2019-11,제주시,추자면,스포츠 및 레크레이션 용품 임대업,23,2200500,2103579.565,2020-12-15
2019-11,제주시,추자면,여관업,127,19050000,2103579.565,2020-12-15
2019-11,제주시,추자면,여행사업,3,300000,2103579.565,2020-12-15
2019-11,제주시,추자면,일반유흥 주점업,59,10890000,2103579.565,2020-12-15
2019-11,제주시,추자면,중식 음식점업,100,5242032,2103579.565,2020-12-15
2019-11,제주시,추자면,차량용 가스 충전업,20,2436000,2103579.565,2020-12-15
2019-11,제주시,추자면,차량용 주유소 운영업,197,29099160,2103579.565,2020-12-15
2019-11,제주시,추자면,체인화 편의점,1119,17040400,2103579.565,2020-12-15
2019-11,제주시,추자면,한식 음식점업,840,67940500,2103579.565,2020-12-15
2019-11,제주시,한경면,골프장 운영업,1900,364096750,6801966.156,2020-12-15
2019-11,제주시,한경면,과실 및 채소 소매업,592,42050159,6801966.156,2020-12-15
2019-11,제주시,한경면,관광 민예품 및 선물용품 소매업,93,1171800,6801966.156,2020-12-15
2019-11,제주시,한경면,그외 기타 종합 소매업,3,1300000,6801966.156,2020-12-15
2019-11,제주시,한경면,기타 수상오락 서비스업,15,1103000,6801966.156,2020-12-15
2019-11,제주시,한경면,기타 외국식 음식점업,172,5629060,6801966.156,2020-12-15
2019-11,제주시,한경면,기타 주점업,43,9760000,6801966.156,2020-12-15
2019-11,제주시,한경면,기타음식료품위주종합소매업,3074,140214270,6801966.156,2020-12-15
2019-11,제주시,한경면,내항 여객 운송업,73,9419000,6801966.156,2020-12-15
2019-11,제주시,한경면,비알콜 음료점업,180,3505900,6801966.156,2020-12-15
2019-11,제주시,한경면,빵 및 과자류 소매업,504,12607800,6801966.156,2020-12-15
2019-11,제주시,한경면,서양식 음식점업,1943,46634900,6801966.156,2020-12-15
2019-11,제주시,한경면,수산물 소매업,86,7448000,6801966.156,2020-12-15
2019-11,제주시,한경면,슈퍼마켓,3128,80129320,6801966.156,2020-12-15
2019-11,제주시,한경면,스포츠 및 레크레이션 용품 임대업,131,3767000,6801966.156,2020-12-15
2019-11,제주시,한경면,여관업,15,1456000,6801966.156,2020-12-15
2019-11,제주시,한경면,욕탕업,179,5339000,6801966.156,2020-12-15
2019-11,제주시,한경면,육류 소매업,11,10343800,6801966.156,2020-12-15
2019-11,제주시,한경면,일식 음식점업,460,24355000,6801966.156,2020-12-15
2019-11,제주시,한경면,전시 및 행사 대행업,481,21383400,6801966.156,2020-12-15
2019-11,제주시,한경면,중식 음식점업,814,21667000,6801966.156,2020-12-15
2019-11,제주시,한경면,차량용 가스 충전업,201,16155481,6801966.156,2020-12-15
2019-11,제주시,한경면,차량용 주유소 운영업,2983,285505923,6801966.156,2020-12-15
2019-11,제주시,한경면,체인화 편의점,5725,56834920,6801966.156,2020-12-15
2019-11,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",195,8836000,6801966.156,2020-12-15
2019-11,제주시,한경면,한식 음식점업,7595,343029780,6801966.156,2020-12-15
2019-11,제주시,한경면,휴양콘도 운영업,7,5736000,6801966.156,2020-12-15
2019-11,제주시,한림읍,건강보조식품 소매업,21,2252000,21445184.25,2020-12-15
2019-11,제주시,한림읍,골프장 운영업,2247,659683154,21445184.25,2020-12-15
2019-11,제주시,한림읍,과실 및 채소 소매업,476,67222470,21445184.25,2020-12-15
2019-11,제주시,한림읍,관광 민예품 및 선물용품 소매업,699,18665400,21445184.25,2020-12-15
2019-11,제주시,한림읍,그외 기타 종합 소매업,8398,513468750,21445184.25,2020-12-15
2019-11,제주시,한림읍,기타 외국식 음식점업,590,23196780,21445184.25,2020-12-15
2019-11,제주시,한림읍,기타 주점업,277,57793130,21445184.25,2020-12-15
2019-11,제주시,한림읍,기타음식료품위주종합소매업,49,5547510,21445184.25,2020-12-15
2019-11,제주시,한림읍,내항 여객 운송업,372,11650000,21445184.25,2020-12-15
2019-11,제주시,한림읍,비알콜 음료점업,1287,15884900,21445184.25,2020-12-15
2019-11,제주시,한림읍,빵 및 과자류 소매업,3220,53785000,21445184.25,2020-12-15
2019-11,제주시,한림읍,서양식 음식점업,7775,166660850,21445184.25,2020-12-15
2019-11,제주시,한림읍,수산물 소매업,636,125859860,21445184.25,2020-12-15
2019-11,제주시,한림읍,슈퍼마켓,9590,422373724,21445184.25,2020-12-15
2019-11,제주시,한림읍,스포츠 및 레크레이션 용품 임대업,422,28360100,21445184.25,2020-12-15
2019-11,제주시,한림읍,여관업,1542,146394651,21445184.25,2020-12-15
2019-11,제주시,한림읍,욕탕업,150,1234300,21445184.25,2020-12-15
2019-11,제주시,한림읍,육류 소매업,703,70924012,21445184.25,2020-12-15
2019-11,제주시,한림읍,일반유흥 주점업,441,154822000,21445184.25,2020-12-15
2019-11,제주시,한림읍,일식 음식점업,909,89757500,21445184.25,2020-12-15
2019-11,제주시,한림읍,전시 및 행사 대행업,2031,119134730,21445184.25,2020-12-15
2019-11,제주시,한림읍,중식 음식점업,1471,52306040,21445184.25,2020-12-15
2019-11,제주시,한림읍,차량용 가스 충전업,353,61543457,21445184.25,2020-12-15
2019-11,제주시,한림읍,차량용 주유소 운영업,8583,630763306,21445184.25,2020-12-15
2019-11,제주시,한림읍,체인화 편의점,27169,298877760,21445184.25,2020-12-15
2019-11,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",1625,32151510,21445184.25,2020-12-15
2019-11,제주시,한림읍,한식 음식점업,27852,1293103010,21445184.25,2020-12-15
2019-11,제주시,한림읍,화장품 및 방향제 소매업,289,11245890,21445184.25,2020-12-15
2019-11,제주시,한림읍,휴양콘도 운영업,168,31088005,21445184.25,2020-12-15
2019-11,제주시,화북동,건강보조식품 소매업,61,14374800,24182853.73,2020-12-15
2019-11,제주시,화북동,과실 및 채소 소매업,634,74450560,24182853.73,2020-12-15
2019-11,제주시,화북동,관광 민예품 및 선물용품 소매업,1361,180621570,24182853.73,2020-12-15
2019-11,제주시,화북동,그외 기타 종합 소매업,4,2250000,24182853.73,2020-12-15
2019-11,제주시,화북동,기타 대형 종합 소매업,9197,357848610,24182853.73,2020-12-15
2019-11,제주시,화북동,기타 외국식 음식점업,1342,37765100,24182853.73,2020-12-15
2019-11,제주시,화북동,기타 주점업,65,15465000,24182853.73,2020-12-15
2019-11,제주시,화북동,기타음식료품위주종합소매업,2,100500,24182853.73,2020-12-15
2019-11,제주시,화북동,비알콜 음료점업,3161,23668600,24182853.73,2020-12-15
2019-11,제주시,화북동,빵 및 과자류 소매업,3635,66539370,24182853.73,2020-12-15
2019-11,제주시,화북동,서양식 음식점업,501,12259950,24182853.73,2020-12-15
2019-11,제주시,화북동,수산물 소매업,156,13930000,24182853.73,2020-12-15
2019-11,제주시,화북동,슈퍼마켓,8797,169731510,24182853.73,2020-12-15
2019-11,제주시,화북동,스포츠 및 레크레이션 용품 임대업,279,38575500,24182853.73,2020-12-15
2019-11,제주시,화북동,여관업,4,1060000,24182853.73,2020-12-15
2019-11,제주시,화북동,여행사업,36,42305750,24182853.73,2020-12-15
2019-11,제주시,화북동,욕탕업,757,14899500,24182853.73,2020-12-15
2019-11,제주시,화북동,육류 소매업,1024,75732110,24182853.73,2020-12-15
2019-11,제주시,화북동,일식 음식점업,310,16969450,24182853.73,2020-12-15
2019-11,제주시,화북동,자동차 임대업,2,1970000,24182853.73,2020-12-15
2019-11,제주시,화북동,전시 및 행사 대행업,17,626500,24182853.73,2020-12-15
2019-11,제주시,화북동,중식 음식점업,982,26482000,24182853.73,2020-12-15
2019-11,제주시,화북동,차량용 가스 충전업,1531,72602569,24182853.73,2020-12-15
2019-11,제주시,화북동,차량용 주유소 운영업,11128,731026319,24182853.73,2020-12-15
2019-11,제주시,화북동,체인화 편의점,19131,167813350,24182853.73,2020-12-15
2019-11,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2335,49865330,24182853.73,2020-12-15
2019-11,제주시,화북동,한식 음식점업,17514,651338222,24182853.73,2020-12-15
2019-11,제주시,화북동,화장품 및 방향제 소매업,284,20698510,24182853.73,2020-12-15
2019-12,서귀포시,남원읍,건강보조식품 소매업,8,1755000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,골프장 운영업,5527,1237637793,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,과실 및 채소 소매업,1746,152116350,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,387,7542000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,그외 기타 종합 소매업,10,4850000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,기타 외국식 음식점업,52,1169024,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,기타 주점업,143,28630000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,기타음식료품위주종합소매업,8426,321122710,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,비알콜 음료점업,993,10156100,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,빵 및 과자류 소매업,1027,18067850,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,서양식 음식점업,3418,80177308,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,수산물 소매업,357,62231000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,슈퍼마켓,3911,118240353,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,227,14078500,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,여관업,564,95741922,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,욕탕업,70,628500,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,육류 소매업,726,48298201,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,일반유흥 주점업,111,23631000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,일식 음식점업,635,61186000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,전시 및 행사 대행업,3858,103868840,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,중식 음식점업,729,19559000,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,차량용 가스 충전업,298,27211520,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,차량용 주유소 운영업,8044,482457940,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,체인화 편의점,12271,132503680,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",493,12399700,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,한식 음식점업,11498,519630691,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,화장품 및 방향제 소매업,156,6890740,16345230.28,2020-12-15
2019-12,서귀포시,남원읍,휴양콘도 운영업,2547,149847371,16345230.28,2020-12-15
2019-12,서귀포시,대륜동,건강보조식품 소매업,148,59549000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,과실 및 채소 소매업,767,112614900,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,그외 기타 종합 소매업,34,22835000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,기타 대형 종합 소매업,22359,1385385240,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,기타 외국식 음식점업,1005,50343620,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,기타음식료품위주종합소매업,1870,55753570,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,내항 여객 운송업,2,105300,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,마사지업,6,930000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,비알콜 음료점업,4042,36708335,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,빵 및 과자류 소매업,2774,48610930,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,서양식 음식점업,3959,111563165,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,수산물 소매업,121,15201400,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,슈퍼마켓,2599,70801000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,6,3660000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,여관업,1724,280434642,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,욕탕업,147,3210000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,육류 소매업,139,16188300,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,일반유흥 주점업,101,7369000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,일식 음식점업,857,64531000,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,전시 및 행사 대행업,310,17538700,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,중식 음식점업,1407,37028200,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,차량용 가스 충전업,251,7640112,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,차량용 주유소 운영업,6285,357145353,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,체인화 편의점,20389,184703280,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",294,9818530,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,한식 음식점업,16847,689922169,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,호텔업,21,5215400,16212870.34,2020-12-15
2019-12,서귀포시,대륜동,화장품 및 방향제 소매업,2,134000,16212870.34,2020-12-15
2019-12,서귀포시,대정읍,건강보조식품 소매업,20,7573880,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,과실 및 채소 소매업,432,32204713,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,50,2514000,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,8,409400,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,그외 기타 종합 소매업,9,3410000,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,기타 외국식 음식점업,197,3467700,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,기타 주점업,302,58310000,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,기타음식료품위주종합소매업,5409,254002720,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,비알콜 음료점업,2232,35402820,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,빵 및 과자류 소매업,6234,105245440,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,서양식 음식점업,3791,91099290,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,수산물 소매업,1322,219730703,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,슈퍼마켓,17052,756921902,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,561,51788200,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,여관업,580,39209510,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,여행사업,4,588100,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,욕탕업,217,7130500,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,육류 소매업,517,33304543,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,일반유흥 주점업,434,114213000,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,일식 음식점업,1087,119769000,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,전시 및 행사 대행업,213,2081200,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,중식 음식점업,2120,71380900,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,차량용 가스 충전업,201,26434050,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,차량용 주유소 운영업,8037,577519663,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,체인화 편의점,20580,205781080,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2699,49314220,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,한식 음식점업,20118,1071506402,17718020.51,2020-12-15
2019-12,서귀포시,대정읍,화장품 및 방향제 소매업,246,11414110,17718020.51,2020-12-15
2019-12,서귀포시,대천동,건강보조식품 소매업,11,1278000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,과실 및 채소 소매업,312,59280710,9356135.094,2020-12-15
2019-12,서귀포시,대천동,관광 민예품 및 선물용품 소매업,9,1886000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,그외 기타 스포츠시설 운영업,1,160000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,그외 기타 종합 소매업,1,1000000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,기타 외국식 음식점업,898,25270685,9356135.094,2020-12-15
2019-12,서귀포시,대천동,비알콜 음료점업,1608,12129730,9356135.094,2020-12-15
2019-12,서귀포시,대천동,빵 및 과자류 소매업,3095,45890130,9356135.094,2020-12-15
2019-12,서귀포시,대천동,서양식 음식점업,2657,67229600,9356135.094,2020-12-15
2019-12,서귀포시,대천동,수산물 소매업,212,15318000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,슈퍼마켓,4722,100651966,9356135.094,2020-12-15
2019-12,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,3,3208000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,여관업,910,125560803,9356135.094,2020-12-15
2019-12,서귀포시,대천동,여행사업,5,1590000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,일반유흥 주점업,13,5650000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,일식 음식점업,1049,69253000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,전시 및 행사 대행업,11,1728000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,중식 음식점업,476,13549000,9356135.094,2020-12-15
2019-12,서귀포시,대천동,차량용 가스 충전업,4,2024200,9356135.094,2020-12-15
2019-12,서귀포시,대천동,차량용 주유소 운영업,8031,425756319,9356135.094,2020-12-15
2019-12,서귀포시,대천동,체인화 편의점,18445,192669380,9356135.094,2020-12-15
2019-12,서귀포시,대천동,"피자, 햄버거, 샌드위치 및 유사 음식점업",4401,56550600,9356135.094,2020-12-15
2019-12,서귀포시,대천동,한식 음식점업,10623,409920823,9356135.094,2020-12-15
2019-12,서귀포시,대천동,호텔업,650,99684131,9356135.094,2020-12-15
2019-12,서귀포시,대천동,휴양콘도 운영업,837,121241826,9356135.094,2020-12-15
2019-12,서귀포시,동홍동,건강보조식품 소매업,32,5018100,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,과실 및 채소 소매업,884,84756680,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,95,8723810,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,그외 기타 종합 소매업,51,4179840,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,기타 대형 종합 소매업,10009,622893550,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,기타 수상오락 서비스업,1,8397500,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,기타 외국식 음식점업,1665,76257400,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,기타음식료품위주종합소매업,1202,39344780,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,마사지업,2,150000,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,비알콜 음료점업,3185,26871310,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,빵 및 과자류 소매업,2998,40358070,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,서양식 음식점업,2854,58905050,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,수산물 소매업,334,28401000,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,슈퍼마켓,22217,879441428,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,1131,101615520,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,여관업,108,6121708,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,욕탕업,327,2627500,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,육류 소매업,596,70220698,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,일식 음식점업,951,107183900,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,전시 및 행사 대행업,89,6935000,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,중식 음식점업,891,22876500,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,차량용 가스 충전업,767,50012367,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,차량용 주유소 운영업,3489,229163058,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,체인화 편의점,20032,193859300,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2747,50339257,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,한식 음식점업,18762,910756378,19303495.19,2020-12-15
2019-12,서귀포시,동홍동,화장품 및 방향제 소매업,9,1649600,19303495.19,2020-12-15
2019-12,서귀포시,서홍동,건강보조식품 소매업,4,419810,7430551.528,2020-12-15
2019-12,서귀포시,서홍동,과실 및 채소 소매업,49,2899000,7430551.528,2020-12-15
2019-12,서귀포시,서홍동,관광 민예품 및 선물용품 소매업,44,3900000,7430551.528,2020-12-15
